,Single-ended 12 Ave. (V),Differential 13 - 14 Last (V),Differential 13 - 14 Ave. (V),Differential 13 - 14 Min. (V),Differential 13 - 14 Max. (V),Differential 15 - 16 Last (V),Differential 15 - 16 Ave. (V),Differential 15 - 16 Min. (V),Differential 15 - 16 Max. (V)
00:03:04,22.164165539313124,32.00833499018004,32.00833499018004,32.00833499018004,32.00833499018004,32.371102079119126,32.371102079119126,32.371102079119126,32.371102079119126
00:03:05,22.145192048787997,32.06234727920064,32.06234727920064,32.06234727920064,32.06234727920064,32.30419521058476,32.30419521058476,32.30419521058476,32.30419521058476
00:03:06,22.145192048787997,31.86878223859849,31.86878223859849,31.86878223859849,31.86878223859849,32.15910089056857,32.15910089056857,32.15910089056857,32.15910089056857
00:03:07,22.173652336255753,31.19435683038501,31.19435683038501,31.19435683038501,31.19435683038501,31.58194778441582,31.58194778441582,31.58194778441582,31.58194778441582
00:03:08,22.164165539313124,30.797149531010703,30.797149531010703,30.797149531010703,30.797149531010703,31.306216015186966,31.306216015186966,31.306216015186966,31.306216015186966
00:03:09,22.145192048787997,30.4145764899677,30.4145764899677,30.4145764899677,30.4145764899677,31.11798767432896,31.11798767432896,31.11798767432896,31.11798767432896
00:03:10,22.164165539313124,30.093271173138877,30.093271173138877,30.093271173138877,30.093271173138877,30.894155846076554,30.894155846076554,30.894155846076554,30.894155846076554
00:03:11,22.164165539313124,29.801710844630122,29.801710844630122,29.801710844630122,29.801710844630122,30.67586428304132,30.67586428304132,30.67586428304132,30.67586428304132
00:03:12,22.154678776824127,29.500643298933078,29.500643298933078,29.500643298933078,29.500643298933078,30.39961613140876,30.39961613140876,30.39961613140876,30.39961613140876
00:03:13,22.135705355205115,29.165715761008318,29.165715761008318,29.165715761008318,29.165715761008318,30.11389162133836,30.11389162133836,30.11389162133836,30.11389162133836
00:03:14,22.145192048787997,28.93163443768679,28.93163443768679,28.93163443768679,28.93163443768679,29.928868274572086,29.928868274572086,29.928868274572086,29.928868274572086
00:03:15,22.145192048787997,28.7124526344238,28.7124526344238,28.7124526344238,28.7124526344238,29.66152025336732,29.66152025336732,29.66152025336732,29.66152025336732
00:03:16,22.12621869607433,28.42572572969971,28.42572572969971,28.42572572969971,28.42572572969971,29.472650935588963,29.472650935588963,29.472650935588963,29.472650935588963
00:03:17,22.12621869607433,28.157540882468886,28.157540882468886,28.157540882468886,28.157540882468886,29.278046562685848,29.278046562685848,29.278046562685848,29.278046562685848
